scientific_name,sra_accession,mag_file,tax_id,mag_name
uncultured Chryseobacterium sp.,ERS6626618,uncultured_Chryseobacterium_sp._ERS6626618.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626618
uncultured Acinetobacter sp.,ERS6626690,uncultured_Acinetobacter_sp._ERS6626690.fasta,165433,uncultured_Acinetobacter_sp._ERS6626690
uncultured Caulobacter sp.,ERS6626620,uncultured_Caulobacter_sp._ERS6626620.fasta,158749,uncultured_Caulobacter_sp._ERS6626620
uncultured Paenibacillus sp.,ERS6626696,uncultured_Paenibacillus_sp._ERS6626696.fasta,227322,uncultured_Paenibacillus_sp._ERS6626696
uncultured Sphingomonas sp.,ERS6626589,uncultured_Sphingomonas_sp._ERS6626589.fasta,158754,uncultured_Sphingomonas_sp._ERS6626589
uncultured Acinetobacter sp.,ERS6626751,uncultured_Acinetobacter_sp._ERS6626751.fasta,165433,uncultured_Acinetobacter_sp._ERS6626751
uncultured Chryseobacterium sp.,ERS6626695,uncultured_Chryseobacterium_sp._ERS6626695.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626695
uncultured Acinetobacter sp.,ERS6626674,uncultured_Acinetobacter_sp._ERS6626674.fasta,165433,uncultured_Acinetobacter_sp._ERS6626674
uncultured Sphingomonas sp.,ERS6626594,uncultured_Sphingomonas_sp._ERS6626594.fasta,158754,uncultured_Sphingomonas_sp._ERS6626594
uncultured Hymenobacter sp.,ERS6626716,uncultured_Hymenobacter_sp._ERS6626716.fasta,170016,uncultured_Hymenobacter_sp._ERS6626716
uncultured Exiguobacterium sp.,ERS6626708,uncultured_Exiguobacterium_sp._ERS6626708.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626708
uncultured Brevundimonas sp.,ERS6626706,uncultured_Brevundimonas_sp._ERS6626706.fasta,213418,uncultured_Brevundimonas_sp._ERS6626706
uncultured Acinetobacter sp.,ERS6626617,uncultured_Acinetobacter_sp._ERS6626617.fasta,165433,uncultured_Acinetobacter_sp._ERS6626617
uncultured Acinetobacter sp.,ERS6626750,uncultured_Acinetobacter_sp._ERS6626750.fasta,165433,uncultured_Acinetobacter_sp._ERS6626750
uncultured Siphonobacter sp.,ERS6626689,uncultured_Siphonobacter_sp._ERS6626689.fasta,1339187,uncultured_Siphonobacter_sp._ERS6626689
uncultured Pseudomonas sp.,ERS6626566,uncultured_Pseudomonas_sp._ERS6626566.fasta,114707,uncultured_Pseudomonas_sp._ERS6626566
uncultured Spirosoma sp.,ERS6626747,uncultured_Spirosoma_sp._ERS6626747.fasta,278208,uncultured_Spirosoma_sp._ERS6626747
uncultured Chryseobacterium sp.,ERS6626749,uncultured_Chryseobacterium_sp._ERS6626749.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626749
uncultured Pseudomonas sp.,ERS6626675,uncultured_Pseudomonas_sp._ERS6626675.fasta,114707,uncultured_Pseudomonas_sp._ERS6626675
uncultured Mucilaginibacter sp.,ERS6626632,uncultured_Mucilaginibacter_sp._ERS6626632.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626632
uncultured Acidovorax sp.,ERS6626591,uncultured_Acidovorax_sp._ERS6626591.fasta,158751,uncultured_Acidovorax_sp._ERS6626591
uncultured Sphingomonas sp.,ERS6626587,uncultured_Sphingomonas_sp._ERS6626587.fasta,158754,uncultured_Sphingomonas_sp._ERS6626587
uncultured Paenibacillus sp.,ERS6626703,uncultured_Paenibacillus_sp._ERS6626703.fasta,227322,uncultured_Paenibacillus_sp._ERS6626703
uncultured Chryseobacterium sp.,ERS6626609,uncultured_Chryseobacterium_sp._ERS6626609.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626609
uncultured Xanthomonas sp.,ERS6626726,uncultured_Xanthomonas_sp._ERS6626726.fasta,152831,uncultured_Xanthomonas_sp._ERS6626726
uncultured Exiguobacterium sp.,ERS6626709,uncultured_Exiguobacterium_sp._ERS6626709.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626709
uncultured Sphingobacterium sp.,ERS6626711,uncultured_Sphingobacterium_sp._ERS6626711.fasta,182688,uncultured_Sphingobacterium_sp._ERS6626711
uncultured Klebsiella sp.,ERS6626611,uncultured_Klebsiella_sp._ERS6626611.fasta,284011,uncultured_Klebsiella_sp._ERS6626611
uncultured Microbacterium sp.,ERS6626665,uncultured_Microbacterium_sp._ERS6626665.fasta,191216,uncultured_Microbacterium_sp._ERS6626665
uncultured Acidovorax sp.,ERS6626576,uncultured_Acidovorax_sp._ERS6626576.fasta,158751,uncultured_Acidovorax_sp._ERS6626576
uncultured Chryseobacterium sp.,ERS6626697,uncultured_Chryseobacterium_sp._ERS6626697.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626697
uncultured Pantoea sp.,ERS6626643,uncultured_Pantoea_sp._ERS6626643.fasta,218084,uncultured_Pantoea_sp._ERS6626643
uncultured Agrobacterium sp.,ERS6626649,uncultured_Agrobacterium_sp._ERS6626649.fasta,157277,uncultured_Agrobacterium_sp._ERS6626649
uncultured Serratia sp.,ERS6626636,uncultured_Serratia_sp._ERS6626636.fasta,239175,uncultured_Serratia_sp._ERS6626636
uncultured Chryseobacterium sp.,ERS6626748,uncultured_Chryseobacterium_sp._ERS6626748.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626748
uncultured Pseudomonas sp.,ERS6626663,uncultured_Pseudomonas_sp._ERS6626663.fasta,114707,uncultured_Pseudomonas_sp._ERS6626663
uncultured Agrobacterium sp.,ERS6626648,uncultured_Agrobacterium_sp._ERS6626648.fasta,157277,uncultured_Agrobacterium_sp._ERS6626648
uncultured Chryseobacterium sp.,ERS6626581,uncultured_Chryseobacterium_sp._ERS6626581.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626581
uncultured Chryseobacterium sp.,ERS6626756,uncultured_Chryseobacterium_sp._ERS6626756.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626756
uncultured Pluralibacter sp.,ERS6626635,uncultured_Pluralibacter_sp._ERS6626635.fasta,1490864,uncultured_Pluralibacter_sp._ERS6626635
Mycoplasmatales bacterium,ERS6626571,Mycoplasmatales_bacterium_ERS6626571.fasta,2023991,Mycoplasmatales_bacterium_ERS6626571
uncultured Paenibacillus sp.,ERS6626702,uncultured_Paenibacillus_sp._ERS6626702.fasta,227322,uncultured_Paenibacillus_sp._ERS6626702
uncultured Klebsiella sp.,ERS6626601,uncultured_Klebsiella_sp._ERS6626601.fasta,284011,uncultured_Klebsiella_sp._ERS6626601
uncultured Chryseobacterium sp.,ERS6626755,uncultured_Chryseobacterium_sp._ERS6626755.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626755
uncultured Pedobacter sp.,ERS6626651,uncultured_Pedobacter_sp._ERS6626651.fasta,246139,uncultured_Pedobacter_sp._ERS6626651
uncultured Acinetobacter sp.,ERS6626753,uncultured_Acinetobacter_sp._ERS6626753.fasta,165433,uncultured_Acinetobacter_sp._ERS6626753
uncultured Comamonas sp.,ERS6626602,uncultured_Comamonas_sp._ERS6626602.fasta,114710,uncultured_Comamonas_sp._ERS6626602
uncultured Blastomonas sp.,ERS6626578,uncultured_Blastomonas_sp._ERS6626578.fasta,575414,uncultured_Blastomonas_sp._ERS6626578
uncultured Chryseobacterium sp.,ERS6626719,uncultured_Chryseobacterium_sp._ERS6626719.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626719
uncultured Oxalicibacterium sp.,ERS6626668,uncultured_Oxalicibacterium_sp._ERS6626668.fasta,1168540,uncultured_Oxalicibacterium_sp._ERS6626668
uncultured Sphingomonas sp.,ERS6626686,uncultured_Sphingomonas_sp._ERS6626686.fasta,158754,uncultured_Sphingomonas_sp._ERS6626686
uncultured Pantoea sp.,ERS6626664,uncultured_Pantoea_sp._ERS6626664.fasta,218084,uncultured_Pantoea_sp._ERS6626664
uncultured Acinetobacter sp.,ERS6626640,uncultured_Acinetobacter_sp._ERS6626640.fasta,165433,uncultured_Acinetobacter_sp._ERS6626640
uncultured Pseudomonas sp.,ERS6626673,uncultured_Pseudomonas_sp._ERS6626673.fasta,114707,uncultured_Pseudomonas_sp._ERS6626673
uncultured Chryseobacterium sp.,ERS6626678,uncultured_Chryseobacterium_sp._ERS6626678.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626678
uncultured Acinetobacter sp.,ERS6626712,uncultured_Acinetobacter_sp._ERS6626712.fasta,165433,uncultured_Acinetobacter_sp._ERS6626712
uncultured Xanthomonas sp.,ERS6626724,uncultured_Xanthomonas_sp._ERS6626724.fasta,152831,uncultured_Xanthomonas_sp._ERS6626724
uncultured Xanthomonas sp.,ERS6626642,uncultured_Xanthomonas_sp._ERS6626642.fasta,152831,uncultured_Xanthomonas_sp._ERS6626642
uncultured Enterobacter sp.,ERS6626619,uncultured_Enterobacter_sp._ERS6626619.fasta,238202,uncultured_Enterobacter_sp._ERS6626619
uncultured Acidovorax sp.,ERS6626565,uncultured_Acidovorax_sp._ERS6626565.fasta,158751,uncultured_Acidovorax_sp._ERS6626565
uncultured Stenotrophomonas sp.,ERS6626723,uncultured_Stenotrophomonas_sp._ERS6626723.fasta,165438,uncultured_Stenotrophomonas_sp._ERS6626723
uncultured Acinetobacter sp.,ERS6626754,uncultured_Acinetobacter_sp._ERS6626754.fasta,165433,uncultured_Acinetobacter_sp._ERS6626754
uncultured Pantoea sp.,ERS6626657,uncultured_Pantoea_sp._ERS6626657.fasta,218084,uncultured_Pantoea_sp._ERS6626657
uncultured Sphingobacterium sp.,ERS6626722,uncultured_Sphingobacterium_sp._ERS6626722.fasta,182688,uncultured_Sphingobacterium_sp._ERS6626722
uncultured Sphingomonas sp.,ERS6626672,uncultured_Sphingomonas_sp._ERS6626672.fasta,158754,uncultured_Sphingomonas_sp._ERS6626672
uncultured Acinetobacter sp.,ERS6626685,uncultured_Acinetobacter_sp._ERS6626685.fasta,165433,uncultured_Acinetobacter_sp._ERS6626685
uncultured Pantoea sp.,ERS6626752,uncultured_Pantoea_sp._ERS6626752.fasta,218084,uncultured_Pantoea_sp._ERS6626752
uncultured Acinetobacter sp.,ERS6626739,uncultured_Acinetobacter_sp._ERS6626739.fasta,165433,uncultured_Acinetobacter_sp._ERS6626739
uncultured Acinetobacter sp.,ERS6626631,uncultured_Acinetobacter_sp._ERS6626631.fasta,165433,uncultured_Acinetobacter_sp._ERS6626631
uncultured Chryseobacterium sp.,ERS6626734,uncultured_Chryseobacterium_sp._ERS6626734.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626734
uncultured Chryseobacterium sp.,ERS6626682,uncultured_Chryseobacterium_sp._ERS6626682.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626682
uncultured Acinetobacter sp.,ERS6626593,uncultured_Acinetobacter_sp._ERS6626593.fasta,165433,uncultured_Acinetobacter_sp._ERS6626593
uncultured Acidovorax sp.,ERS6626592,uncultured_Acidovorax_sp._ERS6626592.fasta,158751,uncultured_Acidovorax_sp._ERS6626592
uncultured Acinetobacter sp.,ERS6626575,uncultured_Acinetobacter_sp._ERS6626575.fasta,165433,uncultured_Acinetobacter_sp._ERS6626575
uncultured Siphonobacter sp.,ERS6626714,uncultured_Siphonobacter_sp._ERS6626714.fasta,1339187,uncultured_Siphonobacter_sp._ERS6626714
uncultured Stenotrophomonas sp.,ERS6626688,uncultured_Stenotrophomonas_sp._ERS6626688.fasta,165438,uncultured_Stenotrophomonas_sp._ERS6626688
uncultured Chryseobacterium sp.,ERS6626758,uncultured_Chryseobacterium_sp._ERS6626758.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626758
uncultured Acinetobacter sp.,ERS6626656,uncultured_Acinetobacter_sp._ERS6626656.fasta,165433,uncultured_Acinetobacter_sp._ERS6626656
uncultured Chryseobacterium sp.,ERS6626615,uncultured_Chryseobacterium_sp._ERS6626615.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626615
uncultured Epilithonimonas sp.,ERS6626757,uncultured_Epilithonimonas_sp._ERS6626757.fasta,259322,uncultured_Epilithonimonas_sp._ERS6626757
uncultured Brevundimonas sp.,ERS6626731,uncultured_Brevundimonas_sp._ERS6626731.fasta,213418,uncultured_Brevundimonas_sp._ERS6626731
uncultured Enterobacter sp.,ERS6626583,uncultured_Enterobacter_sp._ERS6626583.fasta,238202,uncultured_Enterobacter_sp._ERS6626583
uncultured Microbacterium sp.,ERS6626704,uncultured_Microbacterium_sp._ERS6626704.fasta,191216,uncultured_Microbacterium_sp._ERS6626704
uncultured Chryseobacterium sp.,ERS6626605,uncultured_Chryseobacterium_sp._ERS6626605.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626605
uncultured Sphingomonas sp.,ERS6626588,uncultured_Sphingomonas_sp._ERS6626588.fasta,158754,uncultured_Sphingomonas_sp._ERS6626588
uncultured Microbacterium sp.,ERS6626721,uncultured_Microbacterium_sp._ERS6626721.fasta,191216,uncultured_Microbacterium_sp._ERS6626721
uncultured Enterobacter sp.,ERS6626681,uncultured_Enterobacter_sp._ERS6626681.fasta,238202,uncultured_Enterobacter_sp._ERS6626681
uncultured Sphingomonas sp.,ERS6626582,uncultured_Sphingomonas_sp._ERS6626582.fasta,158754,uncultured_Sphingomonas_sp._ERS6626582
uncultured Chryseobacterium sp.,ERS6626608,uncultured_Chryseobacterium_sp._ERS6626608.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626608
uncultured Sphingomonas sp.,ERS6626586,uncultured_Sphingomonas_sp._ERS6626586.fasta,158754,uncultured_Sphingomonas_sp._ERS6626586
uncultured Sphingobacterium sp.,ERS6626677,uncultured_Sphingobacterium_sp._ERS6626677.fasta,182688,uncultured_Sphingobacterium_sp._ERS6626677
uncultured Acidovorax sp.,ERS6626705,uncultured_Acidovorax_sp._ERS6626705.fasta,158751,uncultured_Acidovorax_sp._ERS6626705
uncultured Acidovorax sp.,ERS6626599,uncultured_Acidovorax_sp._ERS6626599.fasta,158751,uncultured_Acidovorax_sp._ERS6626599
uncultured Enterobacter sp.,ERS6626627,uncultured_Enterobacter_sp._ERS6626627.fasta,238202,uncultured_Enterobacter_sp._ERS6626627
uncultured Exiguobacterium sp.,ERS6626707,uncultured_Exiguobacterium_sp._ERS6626707.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626707
uncultured Brevundimonas sp.,ERS6626598,uncultured_Brevundimonas_sp._ERS6626598.fasta,213418,uncultured_Brevundimonas_sp._ERS6626598
uncultured Acinetobacter sp.,ERS6626679,uncultured_Acinetobacter_sp._ERS6626679.fasta,165433,uncultured_Acinetobacter_sp._ERS6626679
uncultured Chryseobacterium sp.,ERS6626662,uncultured_Chryseobacterium_sp._ERS6626662.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626662
uncultured Stenotrophomonas sp.,ERS6626659,uncultured_Stenotrophomonas_sp._ERS6626659.fasta,165438,uncultured_Stenotrophomonas_sp._ERS6626659
uncultured Pantoea sp.,ERS6626661,uncultured_Pantoea_sp._ERS6626661.fasta,218084,uncultured_Pantoea_sp._ERS6626661
uncultured Sphingomonas sp.,ERS6626720,uncultured_Sphingomonas_sp._ERS6626720.fasta,158754,uncultured_Sphingomonas_sp._ERS6626720
uncultured Xanthomonas sp.,ERS6626687,uncultured_Xanthomonas_sp._ERS6626687.fasta,152831,uncultured_Xanthomonas_sp._ERS6626687
uncultured Brevundimonas sp.,ERS6626732,uncultured_Brevundimonas_sp._ERS6626732.fasta,213418,uncultured_Brevundimonas_sp._ERS6626732
uncultured Pseudomonas sp.,ERS6626713,uncultured_Pseudomonas_sp._ERS6626713.fasta,114707,uncultured_Pseudomonas_sp._ERS6626713
uncultured Comamonas sp.,ERS6626638,uncultured_Comamonas_sp._ERS6626638.fasta,114710,uncultured_Comamonas_sp._ERS6626638
uncultured Acidovorax sp.,ERS6626737,uncultured_Acidovorax_sp._ERS6626737.fasta,158751,uncultured_Acidovorax_sp._ERS6626737
uncultured Buchnera sp.,ERS6626646,uncultured_Buchnera_sp._ERS6626646.fasta,574037,uncultured_Buchnera_sp._ERS6626646
uncultured Chryseobacterium sp.,ERS6626736,uncultured_Chryseobacterium_sp._ERS6626736.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626736
uncultured Acidovorax sp.,ERS6626735,uncultured_Acidovorax_sp._ERS6626735.fasta,158751,uncultured_Acidovorax_sp._ERS6626735
uncultured Acinetobacter sp.,ERS6626616,uncultured_Acinetobacter_sp._ERS6626616.fasta,165433,uncultured_Acinetobacter_sp._ERS6626616
uncultured Acinetobacter sp.,ERS6626684,uncultured_Acinetobacter_sp._ERS6626684.fasta,165433,uncultured_Acinetobacter_sp._ERS6626684
uncultured Sphingomonas sp.,ERS6626669,uncultured_Sphingomonas_sp._ERS6626669.fasta,158754,uncultured_Sphingomonas_sp._ERS6626669
uncultured Paenibacillus sp.,ERS6626614,uncultured_Paenibacillus_sp._ERS6626614.fasta,227322,uncultured_Paenibacillus_sp._ERS6626614
uncultured Chryseobacterium sp.,ERS6626590,uncultured_Chryseobacterium_sp._ERS6626590.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626590
uncultured Sphingomonas sp.,ERS6626580,uncultured_Sphingomonas_sp._ERS6626580.fasta,158754,uncultured_Sphingomonas_sp._ERS6626580
Patescibacteria group bacterium,ERS6626573,Patescibacteria_group_bacterium_ERS6626573.fasta,2052139,Patescibacteria_group_bacterium_ERS6626573
uncultured Acidovorax sp.,ERS6626715,uncultured_Acidovorax_sp._ERS6626715.fasta,158751,uncultured_Acidovorax_sp._ERS6626715
uncultured Pelomonas sp.,ERS6626597,uncultured_Pelomonas_sp._ERS6626597.fasta,360909,uncultured_Pelomonas_sp._ERS6626597
Bdellovibrionaceae bacterium,ERS6626579,Bdellovibrionaceae_bacterium_ERS6626579.fasta,2026715,Bdellovibrionaceae_bacterium_ERS6626579
uncultured Chryseobacterium sp.,ERS6626760,uncultured_Chryseobacterium_sp._ERS6626760.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626760
uncultured Xanthomonas sp.,ERS6627278,uncultured_Xanthomonas_sp._ERS6627278.fasta,152831,uncultured_Xanthomonas_sp._ERS6627278
uncultured Naasia sp.,ERS6627292,uncultured_Naasia_sp._ERS6627292.fasta,1805779,uncultured_Naasia_sp._ERS6627292
uncultured Acidovorax sp.,ERS6626824,uncultured_Acidovorax_sp._ERS6626824.fasta,158751,uncultured_Acidovorax_sp._ERS6626824
uncultured Acidovorax sp.,ERS6626819,uncultured_Acidovorax_sp._ERS6626819.fasta,158751,uncultured_Acidovorax_sp._ERS6626819
Burkholderiaceae bacterium,ERS6626828,Burkholderiaceae_bacterium_ERS6626828.fasta,2030806,Burkholderiaceae_bacterium_ERS6626828
uncultured Microbacterium sp.,ERS6626781,uncultured_Microbacterium_sp._ERS6626781.fasta,191216,uncultured_Microbacterium_sp._ERS6626781
uncultured Curtobacterium sp.,ERS6627307,uncultured_Curtobacterium_sp._ERS6627307.fasta,331964,uncultured_Curtobacterium_sp._ERS6627307
uncultured Novosphingobium sp.,ERS6626802,uncultured_Novosphingobium_sp._ERS6626802.fasta,292277,uncultured_Novosphingobium_sp._ERS6626802
uncultured Acidovorax sp.,ERS6626918,uncultured_Acidovorax_sp._ERS6626918.fasta,158751,uncultured_Acidovorax_sp._ERS6626918
uncultured Massilia sp.,ERS6627272,uncultured_Massilia_sp._ERS6627272.fasta,169973,uncultured_Massilia_sp._ERS6627272
uncultured Novosphingobium sp.,ERS6626917,uncultured_Novosphingobium_sp._ERS6626917.fasta,292277,uncultured_Novosphingobium_sp._ERS6626917
uncultured Serratia sp.,ERS6627010,uncultured_Serratia_sp._ERS6627010.fasta,239175,uncultured_Serratia_sp._ERS6627010
uncultured Agrobacterium sp.,ERS6626868,uncultured_Agrobacterium_sp._ERS6626868.fasta,157277,uncultured_Agrobacterium_sp._ERS6626868
uncultured Chryseobacterium sp.,ERS6627312,uncultured_Chryseobacterium_sp._ERS6627312.fasta,259322,uncultured_Chryseobacterium_sp._ERS6627312
uncultured Acidovorax sp.,ERS6627009,uncultured_Acidovorax_sp._ERS6627009.fasta,158751,uncultured_Acidovorax_sp._ERS6627009
uncultured Enterobacter sp.,ERS6626840,uncultured_Enterobacter_sp._ERS6626840.fasta,238202,uncultured_Enterobacter_sp._ERS6626840
uncultured Agrobacterium sp.,ERS6626818,uncultured_Agrobacterium_sp._ERS6626818.fasta,157277,uncultured_Agrobacterium_sp._ERS6626818
uncultured Novosphingobium sp.,ERS6626853,uncultured_Novosphingobium_sp._ERS6626853.fasta,292277,uncultured_Novosphingobium_sp._ERS6626853
uncultured Agrobacterium sp.,ERS6626971,uncultured_Agrobacterium_sp._ERS6626971.fasta,157277,uncultured_Agrobacterium_sp._ERS6626971
uncultured Acidovorax sp.,ERS6627284,uncultured_Acidovorax_sp._ERS6627284.fasta,158751,uncultured_Acidovorax_sp._ERS6627284
uncultured Chryseobacterium sp.,ERS6626823,uncultured_Chryseobacterium_sp._ERS6626823.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626823
uncultured Xanthomonas sp.,ERS6627001,uncultured_Xanthomonas_sp._ERS6627001.fasta,152831,uncultured_Xanthomonas_sp._ERS6627001
uncultured Epilithonimonas sp.,ERS6627252,uncultured_Epilithonimonas_sp._ERS6627252.fasta,259322,uncultured_Epilithonimonas_sp._ERS6627252
uncultured Stenotrophomonas sp.,ERS6627344,uncultured_Stenotrophomonas_sp._ERS6627344.fasta,165438,uncultured_Stenotrophomonas_sp._ERS6627344
uncultured Sphingomonas sp.,ERS6626916,uncultured_Sphingomonas_sp._ERS6626916.fasta,158754,uncultured_Sphingomonas_sp._ERS6626916
uncultured Pseudomonas sp.,ERS6627295,uncultured_Pseudomonas_sp._ERS6627295.fasta,114707,uncultured_Pseudomonas_sp._ERS6627295
uncultured Agrobacterium sp.,ERS6626810,uncultured_Agrobacterium_sp._ERS6626810.fasta,157277,uncultured_Agrobacterium_sp._ERS6626810
uncultured Sphingomonas sp.,ERS6627000,uncultured_Sphingomonas_sp._ERS6627000.fasta,158754,uncultured_Sphingomonas_sp._ERS6627000
uncultured Acidovorax sp.,ERS6626999,uncultured_Acidovorax_sp._ERS6626999.fasta,158751,uncultured_Acidovorax_sp._ERS6626999
uncultured Xanthomonas sp.,ERS6627322,uncultured_Xanthomonas_sp._ERS6627322.fasta,152831,uncultured_Xanthomonas_sp._ERS6627322
uncultured Brevundimonas sp.,ERS6627304,uncultured_Brevundimonas_sp._ERS6627304.fasta,213418,uncultured_Brevundimonas_sp._ERS6627304
uncultured Chryseobacterium sp.,ERS6627342,uncultured_Chryseobacterium_sp._ERS6627342.fasta,259322,uncultured_Chryseobacterium_sp._ERS6627342
uncultured Sphingomonas sp.,ERS6626998,uncultured_Sphingomonas_sp._ERS6626998.fasta,158754,uncultured_Sphingomonas_sp._ERS6626998
uncultured Acinetobacter sp.,ERS6627310,uncultured_Acinetobacter_sp._ERS6627310.fasta,165433,uncultured_Acinetobacter_sp._ERS6627310
